clientid,client_type,ratio,loan_type,loan_initial_term,loan_initial_amount,loan_to_value_ratio,annual_percentage_rate,monthly_interest_rate,region,branch,client_gender,income,vehicle_production_year,vehicle_initial_assessment_value,age,had_car_loan,had_other_loans
5573,early,0.133333333333333,leaseback,90,5280,0.570847345040893,32.5831684077392,2.6710832771,region 5,branch 5,male,0,2006,9249,29.0,0,0
5574,early,0.133333333333333,leaseback,90,7680,0.786163522012579,32.0478219754469,2.6710832771,region 5,branch 6,male,0,2002,9769,31.0,0,0
5575,early,0.133333333333333,leaseback,90,3360,0.673076923076923,32.8984246508542,2.6710832771,region 2,branch 5,male,1248,1996,4992,61.0,1,0
5576,early,0.133333333333333,leaseback,90,5280,0.6875,29.8364106398921,2.6710832771,region 6,branch 5,male,1440,1998,7680,35.0,1,0
5577,early,0.133333333333333,leaseback,90,9600,0.444444444444444,32.2213229442679,2.6710832771,region 5,branch 6,male,720,2011,21600,36.0,0,0
5578,early,0.133333333333333,leaseback,90,6528,0.755555555555556,32.882980508345,2.6710832771,region 5,branch 5,male,1200,2008,8640,30.0,1,0
5579,early,0.133333333333333,leaseback,90,6720,0.875,31.6866140952389,2.6710832771,region 2,branch 5,male,1003,1998,7680,32.0,0,0
5580,early,0.133333333333333,leaseback,90,7200,0.882352941176471,32.8108879005661,2.6710832771,region 8,branch 5,male,0,2000,8160,21.0,0,0
5581,early,0.133333333333333,leasing,90,14880,0.794871794871795,32.2641686167439,2.6710832771,region 6,branch 6,female,3840,2003,18720,37.0,0,0
5582,early,0.133333333333333,leaseback,90,7200,0.833333333333333,29.1381206483071,2.6710832771,region 7,branch 7,female,1104,2005,8640,46.0,1,0
5583,early,0.133333333333333,leaseback,90,7680,0.8,30.266903853965,2.6710832771,region 3,branch 5,male,1440,2005,9600,30.0,1,0
5584,early,0.133333333333333,leaseback,90,5616,0.9,32.3870047690184,2.6710832771,region 3,branch 6,male,0,2000,6240,59.0,0,0
5585,early,0.133333333333333,leaseback,90,8640,0.642857142857143,32.6065588790124,2.6710832771,region 2,branch 2,male,4320,2009,13440,39.0,0,0
5586,early,0.133333333333333,leasing,90,7200,0.882352941176471,33.0039770617747,2.6710832771,region 5,branch 6,male,0,1997,8160,65.0,0,0
5587,early,0.133333333333333,leaseback,90,10752,0.8,30.0753389825145,2.6710832771,region 3,branch 5,male,2640,2005,13440,28.0,1,0
5588,early,0.133333333333333,leaseback,90,2880,0.545454545454545,35.4484158366277,3.374,region 6,branch 2,male,960,2006,5280,24.0,1,0
5589,early,0.133333333333333,leasing,90,2400,0.454545454545455,28.4278367497333,2.5305,region 5,branch 6,male,0,2003,5280,32.0,1,0
5590,early,0.133333333333333,leaseback,90,4800,0.625,36.4122650002205,3.374,region 3,branch 2,male,1920,2006,7680,31.0,1,0
5591,early,0.133333333333333,leaseback,90,5280,0.379310344827586,35.3598049306829,3.374,region 7,branch 7,male,1454,2007,13920,44.0,0,0
5592,early,0.133333333333333,leasing,90,9600,0.769230769230769,35.3120852619721,3.374,region 5,branch 2,male,864,2010,12480,26.0,0,0
5593,early,0.133333333333333,leaseback,90,6240,0.866666666666667,36.0080303518038,3.374,region 5,branch 5,male,0,2001,7200,43.0,0,0
5594,early,0.133333333333333,leaseback,90,8160,0.566666666666667,35.1769696885536,3.374,region 9,branch 4,male,3360,2002,14400,50.0,0,0
5595,early,0.133333333333333,leaseback,45,2880,0.5,30.169645814412,2.5305,region 3,branch 5,male,0,2005,5760,38.0,1,0
5596,early,0.133333333333333,leaseback,90,5760,0.8,28.3677458666159,2.5305,region 5,branch 6,male,1344,2003,7200,45.0,1,0
5597,early,0.133333333333333,leaseback,90,9600,0.5,36.7325689299585,3.374,region 6,branch 5,male,1440,2009,19200,32.0,1,0
5598,early,0.133333333333333,leaseback,90,4800,0.714285714285714,35.4435419125536,3.374,region 6,branch 2,male,1200,2004,6720,38.0,0,0
5599,early,0.133333333333333,leaseback,90,9120,0.791666666666667,28.9301854397084,2.5305,region 6,branch 6,male,0,2000,11520,57.0,1,0
5600,early,0.133333333333333,leaseback,90,8880,0.880952380952381,36.3565428782869,3.374,region 6,branch 5,male,754,2004,10080,59.0,0,0
5601,early,0.133333333333333,leaseback,90,6480,0.794117647058823,28.626413530495,2.5305,region 6,branch 6,female,960,2006,8160,30.0,1,0
5602,early,0.133333333333333,leasing,90,11520,0.8,34.940592775086,3.374,region 6,branch 6,male,1248,1999,14400,37.0,0,0
5603,early,0.133333333333333,leaseback,90,14400,0.526315789473684,35.8071537769318,3.374,region 6,branch 2,male,0,2007,27360,39.0,0,0
5604,early,0.133333333333333,leaseback,90,14400,0.6,36.712098535128,3.374,region 6,branch 2,female,1920,2013,24000,26.0,0,0
5605,early,0.133333333333333,leaseback,90,5760,0.571428571428571,35.3509625879804,3.374,region 6,branch 5,female,720,1998,10080,43.0,0,0
5606,early,0.133333333333333,leaseback,90,6912,0.8,35.2619296957255,3.374,region 7,branch 7,male,1920,2003,8640,26.0,1,0
5607,early,0.133333333333333,leasing,90,6480,0.9,36.2297168817919,3.374,region 6,branch 2,male,0,2004,7200,44.0,0,0
5608,early,0.133333333333333,leaseback,90,6240,0.65,35.7847240695821,3.374,region 8,branch 5,male,960,2003,9600,52.0,0,0
5609,early,0.133333333333333,leaseback,90,6240,0.787878787878788,35.9333937514873,3.374,region 6,branch 5,male,744,1999,7920,27.0,0,0
5610,early,0.133333333333333,leaseback,90,7680,0.615384615384615,36.5186161712229,3.374,region 6,branch 5,male,960,2005,12480,37.0,0,0
5611,early,0.133333333333333,leaseback,90,6720,0.777777777777778,35.5567534086924,3.374,region 6,branch 3,male,960,2009,8640,26.0,0,0
5612,early,0.133333333333333,leaseback,90,8640,0.75,36.0572491246129,3.374,region 3,branch 3,male,1440,2000,11520,39.0,0,0
5613,early,0.133333333333333,leaseback,90,7200,0.625,36.5236945210267,3.374,region 6,branch 3,male,1920,2002,11520,52.0,0,0
5614,early,0.133333333333333,leaseback,90,5760,0.705882352941177,36.6203188060166,3.374,region 5,branch 3,male,0,2000,8160,43.0,0,0
5615,early,0.133333333333333,leaseback,90,6720,0.756756756756757,35.7782081293325,3.374,region 3,branch 3,female,1200,2002,8880,46.0,0,0
5616,early,0.133333333333333,leaseback,90,9600,0.833333333333333,36.3516290572057,3.374,region 6,branch 3,male,960,2005,11520,29.0,0,0
5617,early,0.133333333333333,leasing,90,24000,0.416666666666667,35.1319899396888,3.374,region 5,branch 3,male,1920,2008,57600,30.0,0,0
5618,early,0.133333333333333,leaseback,90,13920,0.644444444444444,35.8085223183029,3.374,region 6,branch 3,male,1440,2004,21600,30.0,0,0
5619,early,0.133333333333333,leaseback,90,16800,0.813953488372093,36.7062566331363,3.374,region 6,branch 3,male,2160,2004,20640,32.0,0,0
5620,early,0.133333333333333,leaseback,90,14400,0.588235294117647,36.3314433763142,3.374,region 3,branch 3,male,9600,2012,24480,45.0,0,0
5621,early,0.133333333333333,leaseback,90,10080,0.724137931034483,36.2731879960836,3.374,region 2,branch 3,male,792,2001,13920,58.0,0,0
5622,early,0.133333333333333,leaseback,90,5760,0.48,37.0049830724807,3.374,region 6,branch 3,female,3360,2008,12000,46.0,0,0
5623,early,0.133333333333333,leaseback,90,4800,0.555555555555556,35.079874177163,3.374,region 8,branch 3,male,0,1996,8640,36.0,0,0
5624,early,0.133333333333333,leaseback,90,8160,0.85,36.4381189540599,3.374,region 6,branch 3,male,1680,2000,9600,59.0,0,0
5625,early,0.133333333333333,leasing,90,4800,0.588235294117647,35.2974926328482,3.374,region 6,branch 3,male,1200,1998,8160,40.0,0,0
5626,early,0.133333333333333,leaseback,90,9600,0.526315789473684,35.6788578310824,3.374,,branch 5,male,1440,2003,18240,44.0,0,0
5627,early,0.133333333333333,leaseback,90,4800,0.833333333333333,35.7379984912501,3.374,,branch 3,male,0,2007,5760,39.0,0,0
5628,early,0.133333333333333,leaseback,90,2640,0.1375,35.2472028438186,3.374,,branch 6,male,0,2009,19200,38.0,0,0
5629,early,0.133333333333333,leasing,90,5760,0.705882352941177,36.6203188060166,3.374,,branch 6,male,1680,1997,8160,31.0,0,0
5630,early,0.133333333333333,leaseback,90,12960,0.794117647058823,35.9603625760178,3.374,,branch 5,male,2400,2006,16320,33.0,0,0
5631,early,0.133333333333333,leaseback,90,6240,0.787878787878788,34.9811474820954,3.374,,branch 5,male,0,2000,7920,50.0,0,0
5632,early,0.133333333333333,leaseback,90,4320,0.782608695652174,35.9742137553468,3.374,,branch 3,female,624,1998,5520,32.0,0,0
5633,early,0.133333333333333,leaseback,90,4800,0.666666666666667,36.2610015203604,3.374,,branch 3,male,960,2002,7200,35.0,0,0
5634,early,0.133333333333333,leaseback,90,12000,0.595238095238095,36.951265204003,3.374,,branch 3,female,1008,2011,20160,23.0,0,0
5635,early,0.133333333333333,leaseback,90,3120,0.40625,35.9506153630966,3.374,,branch 3,male,0,2004,7680,31.0,0,0
5636,early,0.130952380952381,leasing,126,6720,0.875,34.7911868560788,3.374,region 6,branch 5,male,1200,2007,7680,38.0,0,0
5637,early,0.130952380952381,leasing,126,9120,0.791666666666667,35.2076247146781,3.374,region 6,branch 6,male,0,2011,11520,30.0,1,1
5638,early,0.130952380952381,leaseback,126,6912,0.9,31.5946642356349,2.6710832771,region 7,branch 7,male,960,2002,7680,49.0,0,0
5639,early,0.130952380952381,leaseback,126,11040,0.793103448275862,35.073206345195,3.374,region 6,branch 5,female,1200,2007,13920,44.0,0,0
5640,early,0.130952380952381,leaseback,126,8640,0.75,35.2734658229721,3.374,region 3,branch 2,male,2400,2006,11520,28.0,0,0
5641,early,0.130434782608696,leaseback,69,7104,0.8,36.9452874898382,3.374,region 6,branch 5,male,1200,2005,8880,24.0,0,0
5642,early,0.125,leaseback,36,1920,0.130718954248366,40.1154243157042,2.6710832771,region 2,branch 5,male,0,2012,14688,33.0,0,1
5643,early,0.125,leaseback,36,1680,0.242214532871972,39.3144565063841,2.6710832771,region 5,branch 6,male,1440,2008,6936,38.0,1,1
5644,early,0.125,leaseback,36,4800,0.420168067226891,32.1372076705074,2.6710832771,region 6,branch 6,male,1680,2008,11424,22.0,1,1
5645,early,0.125,leaseback,36,9120,0.79664570230608,38.3355379206135,2.6710832771,region 5,branch 5,male,1176,1996,11448,34.0,0,1
5646,early,0.125,leaseback,72,2880,0.625,32.3634778373426,2.6710832771,region 7,branch 7,male,720,1996,4608,52.0,1,1
5647,early,0.125,leasing,36,3264,0.944444444444444,25.8246253505169,2.6710832771,region 5,branch 5,male,0,1999,3456,24.0,0,1
5648,early,0.125,leaseback,36,1680,0.243055555555556,33.6733946797445,2.6710832771,region 5,branch 6,male,0,2002,6912,43.0,0,1
5649,early,0.125,leaseback,36,4800,0.245098039215686,29.7669696534392,2.6710832771,region 5,branch 5,male,0,2012,19584,33.0,0,1
5650,early,0.125,leaseback,72,7200,0.691244239631336,30.2983585138465,2.6710832771,region 5,branch 5,male,0,2005,10416,37.0,1,1
5651,early,0.125,leaseback,72,9600,0.444444444444444,33.0458078145655,2.6710832771,region 7,branch 7,male,3840,2005,21600,30.0,0,1
5652,early,0.125,leaseback,36,3360,0.21875,34.1776007362436,2.6710832771,region 7,branch 7,male,1680,2009,15360,25.0,0,1
5653,early,0.125,leaseback,36,3360,0.583333333333333,30.5927921874713,2.6710832771,region 8,branch 6,male,864,2007,5760,36.0,1,1
5654,early,0.125,leaseback,36,3840,0.5,29.5631092875323,2.6710832771,region 10,branch 1,male,0,2008,7680,24.0,1,1
5655,early,0.125,leaseback,36,7200,0.681818181818182,36.5087317677724,2.6710832771,region 6,branch 2,male,1330,2003,10560,36.0,0,1
5656,early,0.125,leaseback,36,13920,0.783783783783784,33.3393206048903,2.6710832771,region 5,branch 2,male,2400,2010,17760,23.0,0,1
5657,early,0.125,leaseback,72,18240,0.791666666666667,29.7243041269864,2.6710832771,region 8,branch 5,female,3360,2012,23040,36.0,0,1
5658,early,0.125,leaseback,36,3360,0.777777777777778,35.413822256735,2.6710832771,region 6,branch 5,male,0,2011,4320,24.0,0,1
5659,early,0.125,leaseback,72,4608,0.8,36.0756635148542,3.374,region 5,branch 6,female,1920,1999,5760,50.0,0,1
5660,early,0.125,leaseback,72,4800,0.769230769230769,37.5412783476349,3.374,region 9,branch 4,male,245,2000,6240,30.0,0,0
5661,early,0.125,leaseback,108,6480,0.794117647058823,35.27327862992,3.374,region 6,branch 6,female,456,2006,8160,52.0,0,0
5662,early,0.125,leaseback,72,2400,0.625,35.2028833454748,3.374,region 10,branch 1,male,960,2001,3840,32.0,0,0
5663,early,0.125,leaseback,72,7200,0.5,36.5356491560836,3.374,region 5,branch 6,male,720,2007,14400,33.0,0,1
5664,early,0.125,leaseback,36,3360,0.4375,29.1130890764203,2.5305,region 1,branch 2,female,1200,1997,7680,48.0,1,0
5665,early,0.125,leaseback,36,9984,0.8,37.3649880279899,3.374,region 6,branch 5,female,0,2005,12480,60.0,0,0
5666,early,0.125,leaseback,72,4560,0.59375,29.3200353904019,2.5305,region 6,branch 6,female,0,2002,7680,56.0,0,0
5667,early,0.125,leasing,72,3600,0.681818181818182,36.1151752565922,3.374,region 9,branch 4,male,1440,1999,5280,33.0,0,0
5668,early,0.125,leaseback,108,12480,0.787878787878788,36.6059717885329,3.374,region 8,branch 6,male,2400,2011,15840,49.0,0,0
5669,early,0.125,leasing,72,5760,0.8,35.7113550201274,3.374,region 6,branch 2,male,0,2005,7200,32.0,0,0
5670,early,0.125,leaseback,72,7680,0.592592592592593,37.3997736561251,3.374,region 6,branch 3,male,2160,2002,12960,43.0,1,0
5671,early,0.125,leaseback,108,6720,0.823529411764706,36.1539907362009,3.374,region 6,branch 3,male,1440,2005,8160,30.0,0,0
5672,early,0.125,leaseback,36,14400,0.860585197934596,39.745484256818,2.6710832771,region 5,branch 5,male,2880,2005,16733,33.0,0,0
5673,early,0.125,leaseback,36,4800,0.740740740740741,40.0529773158577,2.6710832771,region 3,branch 6,male,720,1998,6480,34.0,0,0
5674,early,0.125,leaseback,36,7200,0.641025641025641,38.3679668356402,2.6710832771,region 5,branch 6,male,1291,2003,11232,45.0,1,0
5675,early,0.125,leaseback,36,5520,0.397923875432526,41.2251188652371,2.6710832771,region 5,branch 5,male,0,2006,13872,31.0,0,0
5676,early,0.125,leaseback,36,5760,0.516351118760757,38.2631176028091,2.6710832771,region 2,branch 5,male,0,2004,11155,25.0,0,0
5677,early,0.125,leaseback,36,2520,0.345394736842105,38.9447101134564,2.6710832771,region 5,branch 6,male,0,2007,7296,44.0,0,0
5678,early,0.125,leaseback,36,4800,0.396825396825397,35.6058889188459,2.6710832771,region 5,branch 5,male,0,2009,12096,31.0,0,0
5679,early,0.125,leaseback,36,8160,0.772727272727273,33.6664497062964,2.6710832771,region 5,branch 6,female,0,2010,10560,37.0,1,0
5680,early,0.125,leaseback,72,5760,0.888888888888889,33.6447199252685,2.6710832771,region 5,branch 6,male,1440,1996,6480,38.0,1,0
5681,early,0.125,leaseback,36,3840,0.672268907563025,35.7885725062324,2.6710832771,region 5,branch 6,male,0,2008,5712,29.0,0,0
5682,early,0.125,leaseback,72,11520,0.772946859903382,31.6396533140842,2.6710832771,region 5,branch 5,female,1341,2010,14904,31.0,0,0
5683,early,0.125,leaseback,36,4320,0.865384615384615,29.679026599476,2.6710832771,region 5,branch 5,male,960,2001,4992,63.0,0,0
5684,early,0.125,leaseback,72,4800,0.246913580246914,29.8440874300919,2.6710832771,region 5,branch 6,male,1200,2012,19440,32.0,0,0
5685,early,0.125,leaseback,72,1680,0.282030620467365,30.5595244576046,2.6710832771,region 8,branch 6,male,456,1999,5957,27.0,0,0
5686,early,0.125,leaseback,36,9600,0.43859649122807,28.449557677118,2.6710832771,region 2,branch 6,male,0,2008,21888,30.0,0,0
5687,early,0.125,leaseback,36,3840,0.833333333333333,33.7746153281506,2.6710832771,region 5,branch 5,male,0,1996,4608,42.0,1,0
5688,early,0.125,leaseback,36,4320,0.661764705882353,36.6112089373225,2.6710832771,region 5,branch 5,female,4800,2008,6528,52.0,1,0
5689,early,0.125,leaseback,36,4800,0.833333333333333,35.1927632766977,2.6710832771,region 5,branch 6,male,336,2006,5760,26.0,0,0
5690,early,0.125,leaseback,72,4800,0.833333333333333,33.6297182785086,2.6710832771,region 10,branch 1,male,1186,1999,5760,25.0,0,0
5691,early,0.125,leaseback,36,7680,0.533333333333333,30.2104566834902,2.6710832771,region 6,branch 5,male,1920,2003,14400,35.0,1,0
5692,early,0.125,leaseback,36,4800,0.333333333333333,31.2957746800575,2.6710832771,region 5,branch 5,male,0,2003,14400,44.0,1,0
5693,early,0.125,leaseback,36,4560,0.863636363636364,35.580289190767,2.6710832771,region 5,branch 5,female,720,2001,5280,63.0,0,0
5694,early,0.125,leaseback,36,12000,0.384615384615385,34.687410569035,2.6710832771,region 5,branch 2,male,336,2008,31200,42.0,0,0
5695,early,0.125,leaseback,36,2400,0.454545454545455,36.3028556926437,2.6710832771,region 6,branch 2,female,0,1998,5280,24.0,0,0
5696,early,0.125,leaseback,72,7200,0.789473684210526,30.1656681601559,2.6710832771,region 8,branch 2,male,1440,2006,9120,37.0,1,0
5697,early,0.125,leaseback,36,16800,0.795454545454545,28.5153341323675,2.6710832771,region 6,branch 5,male,1200,2005,21120,27.0,1,0
5698,early,0.125,leaseback,72,11520,0.8,32.16900726808,2.6710832771,region 7,branch 7,male,792,2011,14400,28.0,1,0
5699,early,0.125,leaseback,72,3840,0.571428571428571,33.5884755936426,2.6710832771,region 3,branch 6,male,0,1999,6720,24.0,0,0
5700,early,0.125,leaseback,72,3840,0.695652173913043,32.0617867500694,2.6710832771,region 5,branch 5,male,0,1998,5520,33.0,0,0
5701,early,0.125,leaseback,36,1680,0.269230769230769,33.639053869898,2.6710832771,region 1,branch 5,male,1200,1995,6240,49.0,0,0
5702,early,0.125,leasing,36,4800,0.588235294117647,34.0841175680711,2.6710832771,region 6,branch 5,female,0,1997,8160,30.0,0,0
5703,early,0.125,leaseback,72,3360,0.28,32.9479025759508,2.6710832771,region 5,branch 5,male,0,2015,12000,31.0,0,0
5704,early,0.125,leaseback,36,2400,0.3125,35.5424059378299,2.6710832771,region 6,branch 5,male,0,2003,7680,34.0,0,0
5705,early,0.125,leasing,36,9600,0.571428571428571,30.1857364257777,2.6710832771,region 6,branch 5,male,1440,2005,16800,26.0,1,0
5706,early,0.125,leaseback,36,3840,0.571428571428571,35.75090782739,2.6710832771,region 3,branch 6,male,960,2001,6720,64.0,0,0
5707,early,0.125,leaseback,36,9600,0.769230769230769,34.4634396798257,2.6710832771,region 5,branch 2,female,0,2010,12480,37.0,0,0
5708,early,0.125,leaseback,36,13440,0.56,30.1575149411138,2.6710832771,region 5,branch 5,male,3360,2008,24000,31.0,1,0
5709,early,0.125,leaseback,36,4800,0.294117647058824,28.7580159142745,2.6710832771,region 7,branch 7,male,1920,2004,16320,48.0,1,0
5710,early,0.125,leaseback,36,2880,0.181818181818182,36.09909323254,2.6710832771,region 5,branch 6,female,0,2006,15840,42.0,0,0
5711,early,0.125,leaseback,36,2880,0.206896551724138,31.4313568120812,2.6710832771,region 5,branch 5,male,1200,2010,13920,28.0,1,0
5712,early,0.125,leaseback,36,6480,0.9,36.5257877857581,2.6710832771,region 10,branch 1,male,1440,2003,7200,38.0,0,0
5713,early,0.125,leaseback,36,6000,0.892857142857143,28.9344030378814,2.6710832771,region 5,branch 6,male,0,1995,6720,33.0,1,0
5714,early,0.125,leaseback,36,7680,0.484848484848485,36.3710069499306,2.6710832771,region 5,branch 5,male,1056,2008,15840,44.0,0,0
5715,early,0.125,leaseback,72,6528,0.8,32.2808438529514,2.6710832771,region 8,branch 5,male,960,1999,8160,33.0,1,0
5716,early,0.125,leaseback,36,1680,0.205882352941176,33.8807350508435,2.6710832771,region 5,branch 5,male,1440,2005,8160,28.0,0,0
5717,early,0.125,leaseback,36,2880,0.461538461538462,33.9861125654256,2.6710832771,region 9,branch 4,female,720,2003,6240,23.0,0,0
5718,early,0.125,leaseback,36,2400,0.384615384615385,30.4833144673734,2.6710832771,region 6,branch 5,female,816,2001,6240,39.0,1,0
5719,early,0.125,leaseback,36,6480,0.9,36.1422322908654,2.6710832771,region 3,branch 5,male,864,2002,7200,35.0,0,0
5720,early,0.125,leaseback,72,2880,0.666666666666667,32.0436979920326,2.6710832771,region 3,branch 6,male,1200,2001,4320,37.0,0,0
5721,early,0.125,leaseback,72,5616,0.9,32.153577911588,2.6710832771,region 5,branch 5,male,0,2002,6240,42.0,0,0
5722,early,0.125,leaseback,36,1920,0.173913043478261,35.0662117187338,3.374,region 10,branch 1,male,0,2010,11040,30.0,0,0
5723,early,0.125,leaseback,36,2400,0.357142857142857,36.86641866162,3.374,region 6,branch 5,male,0,1997,6720,38.0,0,0
5724,early,0.125,leaseback,36,3360,0.5,36.600828395521,3.374,region 6,branch 6,male,2640,1997,6720,35.0,0,0
5725,early,0.125,leasing,72,10752,0.8,36.3344099533551,3.374,region 3,branch 5,female,2160,2009,13440,33.0,0,0
5726,early,0.125,leaseback,72,3840,0.8,36.3588400729472,3.374,region 6,branch 2,male,1200,2001,4800,33.0,0,0
5727,early,0.125,leasing,36,8160,0.586206896551724,38.3840328069567,3.374,region 7,branch 7,male,720,2003,13920,44.0,0,0
5728,early,0.125,leaseback,36,3840,0.666666666666667,39.1167735330593,3.374,region 5,branch 5,male,864,2013,5760,39.0,0,0
5729,early,0.125,leaseback,36,4800,0.769230769230769,37.4820854469976,3.374,region 5,branch 5,male,1440,2010,6240,31.0,1,0
5730,early,0.125,leaseback,36,3120,0.464285714285714,38.4593758623355,3.374,region 6,branch 2,female,960,2005,6720,28.0,0,0
5731,early,0.125,leasing,72,10752,0.8,35.8269785042496,3.374,region 7,branch 7,male,2880,2004,13440,29.0,0,0
5732,early,0.125,leaseback,36,5760,0.75,38.2969350075507,3.374,region 9,branch 4,male,0,1997,7680,27.0,0,0
5733,early,0.125,leaseback,72,6240,0.65,35.5361168498482,3.374,region 10,branch 1,male,1200,2008,9600,36.0,1,0
5734,early,0.125,leaseback,72,5472,0.6,35.7172138133823,3.374,region 5,branch 6,male,960,2000,9120,29.0,0,0
5735,early,0.125,leaseback,72,12000,0.78125,36.328072737495,3.374,region 6,branch 6,male,1680,2003,15360,49.0,0,0
5736,early,0.125,leaseback,72,4320,0.75,36.0850708140486,3.374,region 3,branch 5,male,1200,1999,5760,42.0,0,0
5737,early,0.125,leaseback,72,4752,0.9,37.5427084874363,3.374,region 5,branch 5,male,1200,1998,5280,32.0,0,0
5738,early,0.125,leaseback,72,3360,0.636363636363636,35.2922947466372,3.374,region 6,branch 2,female,960,2003,5280,32.0,0,0
5739,early,0.125,leaseback,72,10560,0.578947368421053,37.1999385460587,3.374,region 2,branch 5,female,677,2010,18240,42.0,0,0
5740,early,0.125,leaseback,72,4800,0.769230769230769,36.2395845663557,3.374,region 6,branch 2,male,1008,2000,6240,39.0,0,0
5741,early,0.125,leaseback,72,6480,0.9,36.6317885530628,3.374,region 6,branch 5,male,0,2006,7200,36.0,0,0
5742,early,0.125,leaseback,72,7680,0.8,35.3512812916947,3.374,region 6,branch 5,male,2400,2001,9600,32.0,0,0
5743,early,0.125,leaseback,108,7680,0.571428571428571,36.2133873281381,3.374,region 8,branch 6,male,1440,2004,13440,50.0,1,0
5744,early,0.125,leasing,72,6240,0.722222222222222,35.2054606830462,3.374,region 6,branch 2,female,768,2000,8640,29.0,0,0
5745,early,0.125,leaseback,72,6240,0.433333333333333,35.1233474784967,3.374,region 6,branch 5,male,1920,2008,14400,47.0,0,0
5746,early,0.125,leaseback,72,10560,0.785714285714286,36.7647654636129,3.374,region 7,branch 7,female,4800,2003,13440,46.0,0,0
5747,early,0.125,leaseback,72,1680,0.35,36.1524019421766,3.374,region 7,branch 7,female,365,1997,4800,36.0,0,0
5748,early,0.125,leaseback,72,9600,0.588235294117647,36.5986176294594,3.374,region 6,branch 5,male,9600,2005,16320,47.0,0,0
5749,early,0.125,leasing,72,7440,0.794871794871795,36.7911615883616,3.374,region 9,branch 4,male,1680,2000,9360,58.0,0,0
5750,early,0.125,leaseback,108,13440,0.8,36.1836571168566,3.374,region 2,branch 6,male,2880,2004,16800,58.0,0,0
5751,early,0.125,leasing,72,6480,0.794117647058823,36.8910828154873,3.374,region 3,branch 5,female,0,2008,8160,32.0,0,0
5752,early,0.125,leaseback,72,8160,0.377777777777778,35.5120593165376,3.374,region 6,branch 5,male,960,1999,21600,44.0,0,0
5753,early,0.125,leaseback,72,7680,0.516129032258065,36.9618561521215,3.374,region 5,branch 5,male,960,2012,14880,45.0,0,0
5754,early,0.125,leaseback,72,7200,0.789473684210526,35.6890739491393,3.374,region 9,branch 4,female,0,1999,9120,30.0,0,0
5755,early,0.125,leaseback,72,12000,0.625,36.328072737495,3.374,region 6,branch 6,male,0,2006,19200,31.0,0,0
5756,early,0.125,leaseback,72,4080,0.566666666666667,36.8648712939751,3.374,region 4,branch 5,male,960,1998,7200,30.0,0,0
5757,early,0.125,leasing,108,5760,0.8,35.6870337321079,3.374,region 6,branch 6,female,0,2002,7200,33.0,0,0
5758,early,0.125,leaseback,108,1680,0.5,35.2317075931879,3.374,region 5,branch 6,male,0,1998,3360,32.0,0,0
5759,early,0.125,leaseback,108,3840,0.666666666666667,34.9946524154843,3.374,region 8,branch 3,male,960,1996,5760,36.0,0,0
5760,early,0.125,leaseback,108,10080,0.84,35.6482378352335,3.374,region 6,branch 3,male,1440,2003,12000,28.0,0,0
5761,early,0.125,leaseback,72,4560,0.791666666666667,35.5738162252199,3.374,region 6,branch 3,male,809,2000,5760,36.0,0,0
5762,early,0.125,leaseback,108,8160,0.790697674418605,34.9248266446651,3.374,region 6,branch 3,male,874,2006,10320,72.0,0,0
5763,early,0.125,leaseback,72,12000,0.78125,36.5848546409206,3.374,region 2,branch 3,male,2160,2009,15360,39.0,0,0
5764,early,0.125,leaseback,108,7680,0.8,35.6643960467854,3.374,region 6,branch 3,male,706,1998,9600,27.0,0,0
5765,early,0.125,leaseback,108,8400,0.795454545454545,35.7265341308376,3.374,region 6,branch 3,female,1200,2000,10560,31.0,0,0
5766,early,0.125,leaseback,72,4080,0.404761904761905,35.5071666649259,3.374,region 6,branch 3,male,720,2006,10080,31.0,0,0
5767,early,0.125,leaseback,72,13440,0.64367816091954,36.9245596780966,3.374,region 6,branch 3,male,1152,2004,20880,37.0,0,0
5768,early,0.125,leaseback,108,6240,0.254901960784314,35.9532358229218,3.374,region 6,branch 3,male,0,2012,24480,41.0,0,0
5769,early,0.125,leaseback,36,6720,0.241379310344828,36.1682321153266,3.374,region 5,branch 5,male,1440,2010,27840,29.0,0,0
5770,early,0.125,leasing,36,3600,0.75,36.0302209254529,3.374,region 9,branch 4,male,768,2004,4800,29.0,0,1
5771,early,0.125,leaseback,36,4800,0.588235294117647,36.0939749131974,3.374,region 6,branch 2,female,1440,2002,8160,42.0,0,0
5772,early,0.125,leaseback,36,1680,0.388888888888889,38.3321721075791,3.374,region 7,branch 7,male,504,2007,4320,28.0,0,1
5773,early,0.125,leasing,36,1680,0.35,37.1976780199567,3.374,region 9,branch 4,male,326,2002,4800,67.0,0,0
5774,early,0.125,leaseback,36,5760,0.857142857142857,38.729039637655,3.374,region 2,branch 5,male,960,2001,6720,50.0,0,0
5775,early,0.125,leaseback,36,5760,0.6,38.1537758370605,3.374,region 8,branch 3,male,2640,2005,9600,43.0,0,0
5776,early,0.125,leaseback,36,8640,0.857856041890826,36.1334447004896,3.374,region 8,branch 3,male,4800,2005,10072,28.0,0,0
5777,early,0.125,leaseback,36,1680,0.233333333333333,34.477765782588,3.374,region 6,branch 6,male,1440,1998,7200,38.0,0,0
